uf,cep,cnpj,pais,email,porte,bairro,numero,ddd_fax,municipio,logradouro,cnae_fiscal,codigo_pais,complemento,codigo_porte,razao_social,nome_fantasia,capital_social,ddd_telefone_1,ddd_telefone_2,opcao_pelo_mei,descricao_porte,codigo_municipio,natureza_juridica,situacao_especial,opcao_pelo_simples,situacao_cadastral,data_opcao_pelo_mei,data_exclusao_do_mei,cnae_fiscal_descricao,codigo_municipio_ibge,data_inicio_atividade,data_situacao_especial,data_opcao_pelo_simples,data_situacao_cadastral,nome_cidade_no_exterior,codigo_natureza_juridica,data_exclusao_do_simples,motivo_situacao_cadastral,ente_federativo_responsavel,identificador_matriz_filial,qualificacao_do_responsavel,descricao_situacao_cadastral,descricao_tipo_de_logradouro,descricao_motivo_situacao_cadastral,descricao_identificador_matriz_filial
MG,39680000,28264241000167,,,MICRO EMPRESA,CENTRO,224,,CAPELINHA,CLOVIS PIMENTA DE FIGUEIREDO,8630502,,,1,MEDVALE MEDICINA INTEGRADA LTDA,MEDVALE,35000,3335164033,3391372355,False,,4245,Sociedade Empresária Limitada,,True,2,,,Atividade médica ambulatorial com recursos para realização de exames complementares,3112307,2017-07-26,,2018-01-01,2017-07-26,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
BA,41730101,13157376000156,,,MICRO EMPRESA,PARALELA,9581,7133787655,SALVADOR,LUIS VIANA FILHO,9001902,, WET N WILD,1,SALVADOR PRODUCOES ARTISTICAS E ENTRETENIMENTOS LTDA,SALVADOR PRODUCOES & ENTRETENIMENTOS,1600000,7133679064,,,,3849,Sociedade Empresária Limitada,,,2,,,Produção musical,2927408,2011-01-25,,,2011-01-25,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,21287369000105,,,EMPRESA DE PEQUENO PORTE,CENTRO,72,3335161806,CAPELINHA,GOVERNADOR VALADARES,6920601,,ANDAR 3 SALA 301,3,ELLO SERVICOS CONTABEIS LTDA,ELLO SERVICOS CONTABEIS,25000,3391632888,3391210316,False,,4245,Sociedade Empresária Limitada,,True,2,,,Atividades de contabilidade,3112307,2014-10-24,,2014-10-24,2014-10-24,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
SP,02265001,33552051000185,,,MICRO EMPRESA,TUCURUVI,809,,SAO PAULO,GUAPIRA,8230001,,,1,CP45 SHOWS E EVENTOS LTDA,,20000,1996465980,,False,,7107,Sociedade Empresária Limitada,,False,2,,,"Serviços de organização de feiras, congressos, exposições e festas",3550308,2019-05-07,,2019-05-07,2019-05-07,,2062,2022-12-31,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,34737860000124,,,MICRO EMPRESA,Jardim Aeroporto,800,,CAPELINHA,Avenida Brasil,8230002,,,1,FABIO SERGIO RODRIGUES PEREIRA 15952462669,Villa Pub,30000,3335161258,,False,,4245,Empresário (Individual),,False,8,2019-09-02,2023-01-13,Casas de festas e eventos,3112307,2019-09-02,,2019-09-02,2023-01-13,,2135,2023-01-13,1,,1,50,BAIXADA,11A AVENIDA,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MATRIZ
DF,70310500,00394460021653,,,DEMAIS,EIXO MONUMENTAL,P,,BRASILIA,DOS MINISTERIOS BL,8411600,,8 ANDAR,5,MINISTERIO DA FAZENDA,MF PROCURADORIA GERAL DA FAZENDA NACIONAL,0,,,,,9701,Órgão Público do Poder Executivo Federal,,,2,,,Administração pública em geral,5300108,1979-01-15,,,1998-01-17,,1015,,0,UNIÃO,2,5,ATIVA,ESPLANADA,SEM MOTIVO,FILIAL
MG,30850080,08085823000179,,,EMPRESA DE PEQUENO PORTE,DOM BOSCO,140,,BELO HORIZONTE,BOACHA,4651602,,LOJA A,3,MAC SUPRIMENTOS E MATERIAL DE ESCRITORIO LTDA,MAC SUPRIMENTOS,60000,3132244314,,False,,4123,Sociedade Empresária Limitada,,True,2,,,Comércio atacadista de suprimentos para informática,3106200,2006-06-16,,2016-01-01,2006-06-16,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,10875814000123,,,DEMAIS,PLANALTO,143,3335162454,CAPELINHA,MANOEL DE SOUZA,4784900,,,5,GL GAS DISTRIBUIDORA LTDA,,70000,3335162454,,,,4245,Sociedade Empresária Limitada,,,2,,,Comércio varejista de gás liqüefeito de petróleo (GLP),3112307,2009-06-03,,,2009-06-03,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,29272944000108,,,MICRO EMPRESA,CENTRO,1103,,CAPELINHA,RIO BRANCO,3299004,,,1,ATUAL COMUNICACAO LTDA,ATUAL COMUNICACAO,30000,3335164048,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Fabricação de painéis e letreiros luminosos,3112307,2017-12-14,,2017-12-14,2017-12-14,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,35500068,10638444000100,,,EMPRESA DE PEQUENO PORTE,SAO SEBASTIAO,1680,3732123477,DIVINOPOLIS,BAHIA,1412601,,,3,UNIFORMES DIAS LTDA,UNIFORMES DIAS MELO,250000,3732224832,,False,,4445,Sociedade Empresária Limitada,,True,2,,,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida",3122306,2009-02-13,,2009-02-13,2009-02-13,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
PR,87015380,22382705000153,,,EMPRESA DE PEQUENO PORTE,ZONA 05,762,4430287071,MARINGA,RIO BRANCO,4763602,,SALA 01 A,3,RMM SPORTS COMERCIO DE PRODUTOS ESPORTIVOS LTDA,RMM SPORTS E LAZER,79000,4484014455,,False,,7691,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de artigos esportivos,4115200,2015-05-05,,2015-05-05,2015-05-05,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,36328000,27183604000177,,,EMPRESA DE PEQUENO PORTE,CENTRO,33,,SANTA CRUZ DE MINAS,VEREADOR JOSE DO NASCIMENTO,3230200,,LETRA A,3,TECBOL LTDA,,116000,3285143430,,False,,702,Sociedade Empresária Limitada,,False,2,2017-02-23,2020-12-31,Fabricação de artefatos para pesca e esporte,3157336,2017-02-23,,2017-02-23,2017-02-23,,2062,2022-10-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,30170917,30511391000170,,,DEMAIS,SANTO AGOSTINHO,1600,,BELO HORIZONTE,ALVARES CABRAL,7112000,,,5,COOPERATIVA DE TRABALHO DE ENGENHARIA E AGRONOMIA - ENGECOOP-MG,,2100,3134883327,,,,4123,Cooperativa,,,2,,,Serviços de engenharia,3106200,2018-05-16,,,2018-05-16,,2143,,0,,1,16,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
SP,18605280,30780482000100,,,EMPRESA DE PEQUENO PORTE,JARDIM REFLORENDA,113,,BOTUCATU,DO VEREADOR,9001902,,,3,E S EVENTOS E PRODUCOES ARTISTICAS LTDA,E S EVENTOS E PRODUCOES ARTISTICAS,100000,1433545933,,False,,6249,Sociedade Empresária Limitada,,False,2,,,Produção musical,3507506,2018-06-25,,2018-06-25,2018-06-25,,2062,2022-12-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
RJ,21240001,00394494011170,,,DEMAIS,VIGARIO GERAL,163,,RIO DE JANEIRO,PRESIDENTE DUTRA,8424800,,,5,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,SUPERINTENDENCIA REG.POL.RODOV.FED. NO RIO DE JANEIRO,0,,,,,6001,Órgão Público do Poder Executivo Federal,,,2,,,Segurança e ordem pública,3304557,1991-02-01,,,2005-08-27,,1015,,0,UNIÃO,2,5,ATIVA,RODOVIA,SEM MOTIVO,FILIAL
PR,82305200,43586456000198,,,MICRO EMPRESA,ORLEANS,4544,,CURITIBA,CURITIBA PONTA GROSSA BR-277,4763602,,,1,FABRIPEC ESPORTES LTDA,,70000,4198207407,,False,,7535,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de artigos esportivos,4106902,2021-09-20,,2021-09-20,2021-09-20,,2062,,0,,1,49,ATIVA,RODOVIA,SEM MOTIVO,MATRIZ
MG,39680000,46053068000130,,,DEMAIS,CENTRO,621,,CAPELINHA,RIO BRANCO,4110700,,,5,BARCELOS E VIEIRA EMPREENDIMENTOS IMOBILIARIOS LTDA,LRV EMPREENDIMENTOS,1100000,3192053938,,,,4245,Sociedade Empresária Limitada,,,2,,,Incorporação de empreendimentos imobiliários,3112307,2022-04-18,,,2022-04-18,,2062,,0,,1,5,ATIVA,RUA,SEM MOTIVO,MATRIZ
DF,70040902,04892707000100,,,DEMAIS,SAN,S/N,0613154061,BRASILIA,03 LOTE A,8411600,,ED N DOS TRANSP 4 AND,5,DNIT-DEPARTAMENTO NACIONAL DE INFRAEST DE TRANSPORTES,DNIT,0,0613154282,,,,9701,Autarquia Federal,,,2,,,Administração pública em geral,5300108,2002-02-14,,,2002-02-14,,1104,,0,UNIÃO,1,16,ATIVA,QUADRA,SEM MOTIVO,MATRIZ
MG,39680000,13186292000140,,,MICRO EMPRESA,PLANALTO,25,,CAPELINHA,JOSE PRISCO,4520001,,,1,13.186.292 WANDERSON DIAS DE SOUSA,BR PARA-BRISA,10000,3391084849,,True,,4245,Empresário (Individual),,True,2,2011-02-01,,Serviços de manutenção e reparação mecânica de veículos automotores,3112307,2011-02-01,,2011-02-01,2011-02-01,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,07445482000132,,,EMPRESA DE PEQUENO PORTE,PLANALTO,120,3335164425,CAPELINHA,JOSE PIMENTA DE ARAUJO,4520001,,,3,JOSE APARECIDO ROSA DE OLIVEIRA LTDA,DEDE AUTO MECANICA,70000,3335164425,3335162257,False,,4245,Sociedade Empresária Limitada,,True,2,,,Serviços de manutenção e reparação mecânica de veículos automotores,3112307,2005-06-16,,2007-07-01,2005-06-16,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,01341276000104,,,DEMAIS,CENTRO,955,,CAPELINHA,RIO BRANCO,4789099,,,5,SUPER SAFRA AGROPECUARIA LTDA,SUPER SAFRA,1679000,,,,,4245,Sociedade Empresária Limitada,,,2,,,Comércio varejista de outros produtos não especificados anteriormente,3112307,1996-08-01,,,2005-08-27,,2062,,0,,1,5,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,22558280000190,,,MICRO EMPRESA,PLANALTO,148,,CAPELINHA,ANEL RODOVIARIO,4520007,,LOJA,1,HELCIO VIEIRA PEIXOTO 11712119613,HELCIO INSULFILM,5000,3391197131,,True,,4245,Empresário (Individual),,True,2,2015-05-29,,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores",3112307,2015-05-29,,2015-05-29,2015-05-29,,2135,,0,,1,50,ATIVA,RODOVIA,SEM MOTIVO,MATRIZ
MG,39680000,35033953000130,,,EMPRESA DE PEQUENO PORTE,VISTA ALEGRE,1593,,CAPELINHA,ANEL RODOVIARIO,4744002,,,3,TIMBER MADEIRAS E FERRAMENTAS LTDA,TIMBER,600000,3335161713,,False,,4245,Sociedade Empresária Limitada,,False,2,,,Comércio varejista de madeira e artefatos,3112307,2019-09-30,,2019-09-30,2019-09-30,,2062,2022-06-30,0,,1,49,ATIVA,RODOVIA,SEM MOTIVO,MATRIZ
MG,30411135,06176619000138,,,EMPRESA DE PEQUENO PORTE,PRADO,171,,BELO HORIZONTE,AMETISTA,3292202,,LETRA A,3,SM SEGURANCA BELO HORIZONTE LTDA,,500000,3132711095,,False,,4123,Sociedade Empresária Limitada,,True,2,,,Fabricação de equipamentos e acessórios para segurança pessoal e profissional,3106200,2004-02-18,,2012-01-01,2005-04-02,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,08077173000110,,,MICRO EMPRESA,PLANALTO,1490,3335164216,CAPELINHA,ANEL RODOVIARIO,4744003,,,1,TADEU DE OLIVEIRA NEVES,HIDRAUMANG MANGUEIRAS & CONEXOES,60000,3335161151,3335164216,False,,4245,Empresário (Individual),,True,2,2020-01-01,2021-12-31,Comércio varejista de materiais hidráulicos,3112307,2006-05-29,,2019-01-01,2006-05-29,,2135,,0,,1,50,ATIVA,RODOVIA,SEM MOTIVO,MATRIZ
MG,39680000,10247601000157,,,EMPRESA DE PEQUENO PORTE,PLANALTO,2590,3335164216,CAPELINHA,EUNESIO DIAS MAGALHAES,4743100,,LOJA 1,3,AVISA ESQUADRIAS E VIDROS LTDA,AVISA ESQUADRIAS E VIDROS,100000,3335164404,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de vidros,3112307,2008-08-07,,2017-01-01,2008-08-07,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,07578141000135,,,EMPRESA DE PEQUENO PORTE,PLANALTO,1387,,CAPELINHA,BR 120 KM 115.300,4541206,,,3,COMERCIO MOTO PECAS PAI & FILHO LTDA,SUPER MOTO PECAS,50000,3335164251,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas,3112307,2005-08-24,,2007-07-01,2005-08-24,,2062,,0,,1,49,ATIVA,RODOVIA,SEM MOTIVO,MATRIZ
SP,01037010,06100675000199,,,EMPRESA DE PEQUENO PORTE,REPUBLICA,206,1152417022,SAO PAULO,RAMOS DE AZEVEDO,6311900,,: CONJUNTO 2130; : UNIDADE 5A;,3,HOSTING MACHINE INFORMATICA LTDA,,45000,1131504400,,False,,7107,Sociedade Empresária Limitada,,True,2,,,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",3550308,2004-02-04,,2012-01-01,2005-11-03,,2062,,0,,1,49,ATIVA,PRACA,SEM MOTIVO,MATRIZ
DF,70610440,02961362000174,,,DEMAIS,ZONA INDUSTRIAL,308,0612251523,BRASILIA,SIG QUADRA 4,8411600,,ANDAR 3,5,MINISTERIO DO ESPORTE,ME,0,6132171844,,,,9701,Órgão Público do Poder Executivo Federal,,,2,,,Administração pública em geral,5300108,1999-01-21,,,1999-01-21,,1015,,0,UNIÃO,1,5,ATIVA,SETOR,SEM MOTIVO,MATRIZ
DF,70070940,02030715000112,,,DEMAIS,ASA SUL,10,6123122284,BRASILIA,"SAUS QUADRA 6 BLOCOS C,E,F E H",8413200,,ANDAR: BLOCO H;,5,AGENCIA NACIONAL DE TELECOMUNICACOES,ANATEL,0,6123122134,6123121953,,,9701,Autarquia Federal,,,2,,,Regulação das atividades econômicas,5300108,1997-08-12,,,1998-07-28,,1104,,0,UNIÃO,1,16,ATIVA,QUADRA,SEM MOTIVO,MATRIZ
MG,39680000,21055788000103,,,DEMAIS,PLANALTO CAPELINHA 39680-000,0,,CAPELINHA,RODOVIARIO 1225,4731800,,,5,POSTO CAPELINHA LTDA,POSTO CAPELINHA,100000,3125148693,,,,4245,Sociedade Empresária Limitada,,,2,,,Comércio varejista de combustíveis para veículos automotores,3112307,2014-09-17,,,2014-09-17,,2062,,0,,1,49,ATIVA,RODO ANEL,SEM MOTIVO,MATRIZ
MG,39680000,22951658000111,,,MICRO EMPRESA,CENTRO,661,,CAPELINHA,RIO BRANCO,4642702,,,1,TOTAL EQUIPAMENTOS DE PROTECAO E GERENCIAMENTO OCUPACIONAL LTDA,TOTALSEG,180000,3335163313,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho,3112307,2015-07-29,,2015-07-29,2015-07-29,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,19202515000100,,,MICRO EMPRESA,CENTRO,80,3335162457,CAPELINHA,DO POVO,9529199,,LETRA: D;,1,REISMAN JOIAS LTDA,,70000,3335162457,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente,3112307,2013-11-05,,2013-11-05,2013-11-05,,2062,,0,,1,49,ATIVA,PRACA,SEM MOTIVO,MATRIZ
MG,39680000,19779883000108,,,MICRO EMPRESA,PLANALTO,211,,CAPELINHA,LOC ANEL RODOVIARIO,5510801,,,1,SIDNEY CORDEIRO DE OLIVEIRA,HOTEL RESTAURANTE E LANCHONETE PLANALTO,5000,3335161214,,False,,4245,Empresário (Individual),,True,2,,,Hotéis,3112307,1978-04-13,,2007-07-01,2005-03-05,,2135,,0,,1,50,ATIVA,,SEM MOTIVO,MATRIZ
MG,31630900,17387481000132,,,DEMAIS,SERRA VERDE,4143,3139151253,BELO HORIZONTE,PAPA JOAO PAULO II,8411600,,EDIF MINAS 1 ANDAR,5,INSTITUTO MINEIRO DE GESTAO DAS AGUAS - IGAM,,0,3139151262,3139151252,,,4123,Autarquia Estadual ou do Distrito Federal,,,2,,,Administração pública em geral,3106200,1973-04-23,,,2005-11-03,,1112,,0,MINAS GERAIS,1,5,ATIVA,RODOVIA,SEM MOTIVO,MATRIZ
SP,05425902,18727053000174,,,DEMAIS,PINHEIROS,7221,,SAO PAULO,DRA RUTH CARDOSO,8299799,,CONJ 1501 ANDAR 14,5,PAGAR.ME INSTITUICAO DE PAGAMENTO S.A,PAGAR.ME PAGAMENTOS,92275860,1130312367,,,,7107,Sociedade Anônima Fechada,,,2,,,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,3550308,2013-08-22,,,2013-08-22,,2054,,0,,1,10,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,30130090,02968040000157,,,DEMAIS,SANTA EFIGENIA,123,,BELO HORIZONTE,PADRE ROLIM,4299599,,SALA 602,5,GABIOSAN CONSTRUTORA LTDA,,1000000,3125354733,,False,,4123,Sociedade Empresária Limitada,,False,2,,,Outras obras de engenharia civil não especificadas anteriormente,3106200,1999-01-29,,2018-01-01,2015-12-14,,2062,2021-10-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,06907551000110,,,EMPRESA DE PEQUENO PORTE,PLANALTO,1380,3335164216,CAPELINHA,ANEL RODOVIARIO,4530703,,,3,CASA DOS PARAFUSOS & MOLAS LTDA,CASA DOS PARAFUSOS & MOLAS,100000,3335162305,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio a varejo de peças e acessórios novos para veículos automotores,3112307,2004-08-05,,2007-07-01,,,2062,,0,,1,49,ATIVA,RODOVIA,SEM MOTIVO,MATRIZ
MG,39390000,12574988000181,,,MICRO EMPRESA,CENTRO,558,,BOCAIUVA,MARISTELA FIGUEIREDO,4751201,,,1,EMANUEL SANTOS E VELOSO,CASA DO CARTUCHO,15000,3832515798,,False,,4145,Empresário (Individual),,True,2,,,Comércio varejista especializado de equipamentos e suprimentos de informática,3107307,2010-09-23,,2019-01-01,2010-09-23,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39404128,23762552000809,,,DEMAIS,CHACARA RECANTO DOS ARACAS,1700,,MONTES CLAROS,BR-251,4511104,,,5,DEVA VEICULOS LTDA,,172370000,3130710700,3130719583,,,4865,Sociedade Empresária Limitada,,,2,,,Comércio por atacado de caminhões novos e usados,3143302,2009-05-06,,,2009-05-06,,2062,,0,,2,49,ATIVA,RODOVIA,SEM MOTIVO,FILIAL
MG,39680000,07984725000100,,,MICRO EMPRESA,CENTRO,64,,CAPELINHA,CAPITAO CLEMENTINO,8630503,,ANDAR: 1º ESPACO MONUMENTO;,1,CLINICA UNIAO LTDA,,60000,3335161214,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Atividade médica ambulatorial restrita a consultas,3112307,2006-04-28,,2015-01-01,2006-04-28,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
RS,96170000,05043720000158,,,EMPRESA DE PEQUENO PORTE,2 DISTRITO,S/N,,SAO LOURENCO DO SUL,SANTA AUGUSTA,4661300,,,3,RK IMPLEMENTOS AGRICOLAS LTDA,L I D E R S E R V I C O S,80000,5331900022,,False,,8879,Sociedade Empresária Limitada,,False,2,,,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",4318804,2002-04-19,,2007-07-01,2003-02-08,,2062,2009-12-31,0,,1,49,ATIVA,,SEM MOTIVO,MATRIZ
MG,39680000,18293268000124,,,MICRO EMPRESA,VISTA ALEGRE,1001,,CAPELINHA,TICO NEVES,4120400,,,1,ARANAS SOLUCOES COMERCIO E INDUSTRIA LTDA,ARANAS EMPREENDIMENTOS,300000,3335161214,,False,,4245,Sociedade Empresária Limitada,,False,2,,,Construção de edifícios,3112307,2013-06-13,,2013-06-13,2013-06-13,,2062,2022-08-31,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,32146024,32312350000180,,,MICRO EMPRESA,CABRAL,803,,CONTAGEM,DOS SABIAS,4679699,,,1,ALIANCA COMERCIO ATACADISTA DE MATERIAIS LTDA,ALIANCA COMERCIAL,180000,3196688276,,False,,4371,Sociedade Empresária Limitada,,True,2,,,Comércio atacadista de materiais de construção em geral,3118601,2018-12-26,,2018-12-26,2018-12-26,,2062,,0,,1,49,ATIVA,ALAMEDA,SEM MOTIVO,MATRIZ
MG,30190100,32384344000138,,,DEMAIS,SANTO AGOSTINHO,367,,BELO HORIZONTE,DIAS ADORNO,8411600,,ANDAR 4,5,FUNDO ESPECIAL DO MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS,FUNEMP,0,3133309939,,,,4123,Fundo Público da Administração Direta Estadual ou do Distrito Federal,,,2,,,Administração pública em geral,3106200,2017-07-20,,,2017-07-20,,1325,,0,MINAS GERAIS,1,5,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,42751266000116,,,MICRO EMPRESA,ZONA RURAL,SN,,CAPELINHA,MANDA SAIA,4924800,,,1,42.751.266 PAULO ROBERTO MARTINS RODRIGUES,MARTINS TRANSPORTES,10000,3391164712,,False,,4245,Empresário (Individual),,True,2,2021-07-16,2023-07-31,Transporte escolar,3112307,2021-07-16,,2021-07-16,2021-07-16,,2135,,0,,1,50,ATIVA,CORREGO,SEM MOTIVO,MATRIZ
MG,39680000,45652764000108,,,MICRO EMPRESA,POVOADO DE GALEGO,7,,CAPELINHA,ARACUAI,4924800,,CASA,1,45.652.764 RYAN REYNALD GOMES MACIEL,TRANSPORTES PEREIRA,30000,1698112327,,True,,4245,Empresário (Individual),,True,2,2022-03-15,,Transporte escolar,3112307,2022-03-15,,2022-03-15,2022-03-15,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,30140092,20754964000132,,,DEMAIS,LOURDES,2132,,BELO HORIZONTE,GONCALVES DIAS,7490199,,ANDAR 7,5,COLEGIO REGISTRAL IMOBILIARIO DE MINAS GERAIS - CORI-MG,CORI-MG,0,3135003502,,,,4123,Associação Privada,,,2,,,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",3106200,2014-06-24,,,2014-06-24,,3999,,0,,1,16,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,13569316000140,,,MICRO EMPRESA,PLANALTO,915,3335161569,CAPELINHA,TICO NEVES,4530703,,,1,COMERCIO DE PECAS BOA VISTA LTDA,AUTOPECAS MIRANTE,2000000,3335163406,,False,,4245,Sociedade Empresária Limitada,,False,2,,,Comércio a varejo de peças e acessórios novos para veículos automotores,3112307,2011-04-28,,2011-04-28,2011-04-28,,2062,2021-12-31,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,11137856000120,,,DEMAIS,CENTRO,100,,CAPELINHA,OZANAM PIMENTA,9001901,,,5,GRUPO DE TEATRO ANIMART,GRUPO DE TEATRO ANIMART,0,3391381280,,,,4245,Associação Privada,,,2,,,Produção teatral,3112307,2009-08-19,,,2009-08-19,,3999,,0,,1,16,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,14624754000127,,,MICRO EMPRESA,CENTRO,91,,CAPELINHA,TANCREDO NEVES,2512800,,,1,MARIVALDO ANTONIO DA ROCHA 02837637602,,1,3391049149,,False,,4245,Empresário (Individual),,True,2,2011-11-16,2015-07-31,Fabricação de esquadrias de metal,3112307,2011-11-16,,2011-11-16,2011-11-16,,2135,,0,,1,50,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
RJ,22220001,00474973000162,,,DEMAIS,CATETE,00359,,RIO DE JANEIRO,DO CATETE,9412099,, BLC A SAL 201 BLC A SAL 301 BLC B,5,ESCRITORIO CENTRAL DE ARRECADACAO E DISTRIBUICAO ECAD,,0,2135058500,,,,6001,Associação Privada,,,2,,,Outras atividades associativas profissionais,3304557,1976-12-30,,,2005-08-27,,3999,,0,,1,16,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,05666780000127,,,MICRO EMPRESA,PLANALTO,866,,CAPELINHA,RIO BRANCO,5510801,,,1,HOTEL ARANAS LTDA,HOTEL ARANAS,240000,3335161214,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Hotéis,3112307,2003-05-26,,2007-07-01,,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,02044711000193,,,DEMAIS,CENTRO,21,,CAPELINHA,JUSCELINO BARBOSA,9430800,,,5,CONSELHO MUNICIPAL DAS ASSOCIACOES RURAIS DE CAPELINHA,,0,3335161214,,,,4245,Associação Privada,,,2,,,Atividades de associações de defesa de direitos sociais,3112307,1997-04-23,,,1998-07-28,,3999,,0,,1,16,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,24144114000173,,,MICRO EMPRESA,CIDADE NOVA,655,,CAPELINHA,RAUL COELHO,4321500,,,1,ALDAIR GOMES DE ALMEIDA 89300556649,ALDAIR GOMES,5000,3335162000,,True,,4245,Empresário (Individual),,True,2,2016-02-11,,Instalação e manutenção elétrica,3112307,2016-02-11,,2016-02-11,2016-02-11,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,18956547000120,,,MICRO EMPRESA,CENTRO,60,,CAPELINHA,ALAMEDA BEIRA RIO,4789099,,,1,SANTOS & VIEIRA AGROPECUARIA LTDA,AGROCAP AGROPECUARIA,50000,3335162981,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de outros produtos não especificados anteriormente,3112307,2013-09-26,,2013-09-26,2013-09-26,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,18981288000198,,,MICRO EMPRESA,CENTRO,155,,CAPELINHA,DAS FLORES,4789002,,,1,18.981.288 MARIA MARTINS SOUZA,PLANETA FLORES,5000,3335161932,,True,,4245,Empresário (Individual),,True,2,2013-10-01,,Comércio varejista de plantas e flores naturais,3112307,2013-10-01,,2013-10-01,2013-10-01,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,23347368000126,,,MICRO EMPRESA,PIEDADE,347,,CAPELINHA,ANGELO CAMPOS,4929901,,,1,GERALDO CORDEIRO MACIEL 46488294687,,30000,3391979782,,True,,4245,Empresário (Individual),,True,2,2015-09-25,,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal",3112307,2015-09-25,,2015-09-25,2015-09-25,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
